FaceoffAttempts,FaceoffWins,Hits,Shots,ShotsFromHouse,TOO,TON,TOD,PEN,PIM,PK,PPG,Saves,HitsOpp,OppPEN
16,10,4,10,1,2,2,0,1,2,0,0,2,4,3
