FaceoffAttempts,FaceoffWins,Hits,Shots,ShotsFromHouse,TOO,TON,TOD,PEN,PIM,PK,PP,Saves,HitsOpp,OppPEN
13,6,4,9,1,2,1,2,3,6,1,0,5,6,2
