FaceoffAttempts,FaceoffWins,Hits,Shots,ShotsFromHouse,TOO,TON,TOD,PEN,PIM,PK,PPG,ShotsFaced,HitsOpp,OppPEN
20,11,2,11,2,2,1,0,0,0,0,1,10,4,2
