FaceoffAttempts,FaceoffWins,Hits,Shots,ShotsFromHouse,TOO,TON,TOD,PEN,PIM,PK,PPG,Saves,HitsOpp,OppPEN
24,17,3,13,2,0,3,1,1,2,1,1,4,8,3
