FaceoffAttempts,FaceoffWins,Hits,Shots,ShotsFromHouse,TOO,TON,TOD,PEN,PIM,PK,PPG,ShotsFaced,HitsOpp,OppPEN
14,11,7,16,7,3,3,0,1,2,0,0,3,8,0
